;Ürün Kodu;Marka;Seri;Model;Araç Yılı;Kilometre;Vites Tipi;Yakıt Tipi;Kasa Tipi;Renk;Motor Hacmi;Motor Gücü;Çekiş Tipi;Ortalama Yakıt Tüketimi;Depo Hacmi;Boya/Değişen Bilgisi;Fiyat
407;23777768;Ford;Focus;1.6 TDCi Titanium;2015;100.306 km;Düz;Dizel;Sedan;Beyaz;1560 cc;115 hp;Önden Çekiş;4,2 lt;53 lt;3 değişen;795.000
408;23777691;Ford;Focus;1.6 TDCi Titanium;2012;137.000 km;Düz;Dizel;Sedan;Beyaz;1560 cc;115 hp;Önden Çekiş;4,2 lt;53 lt;Tamamı orjinal;785.000
409;23424275;Ford;Focus;1.5 TDCi Titanium;2019;95.000 km;Otomatik;Dizel;Station wagon;Gri (titanyum);1500 cc;120 hp;Önden Çekiş;4,3 lt;47 lt;Tamamı orjinal;1.048.000
411;23776819;Ford;Focus;1.5 TDCi Trend X;2018;122.500 km;Düz;Dizel;Sedan;Beyaz;1500 cc;120 hp;Önden Çekiş;3,4 lt;47 lt;Belirtilmemiş;735.000
413;23696680;Ford;Focus;1.5 TDCi Trend X;2020;66.000 km;Otomatik;Dizel;Sedan;Beyaz;1500 cc;120 hp;Önden Çekiş;4,3 lt;47 lt;1 değişen;955.000
414;23774886;Ford;Fiesta;1.4 Titanium;2011;205.000 km;Düz;LPG & Benzin;Hatchback/5;Lacivert;1388 cc;96 hp;Önden Çekiş;5,7 lt;42 lt;3 boyalı;470.000
415;23774585;Ford;Focus;1.6 TDCi Trend X;2014;152.500 km;Düz;Dizel;Hatchback/5;Beyaz;1560 cc;95 hp;Önden Çekiş;4,5 lt;55 lt;Tamamı orjinal;804.000
416;23774551;Ford;Fiesta;1.25 Trend X;2016;62.000 km;Düz;Benzin;Hatchback/5;Beyaz;1242 cc;82 hp;Önden Çekiş;5,2 lt;42 lt;Tamamı orjinal;640.000
417;23774503;Ford;Focus;1.6 TDCi Titanium;2011;218.345 km;Düz;Dizel;Sedan;Gri (Gümüş);1560 cc;115 hp;Önden Çekiş;4,2 lt;53 lt;3 boyalı;580.000
418;23774403;Ford;Focus;1.6 TDCi Collection;2011;166.000 km;Düz;Dizel;Hatchback/5;Lacivert;1560 cc;110 hp;Önden Çekiş;4,8 lt;55 lt;Belirtilmemiş;595.000
419;23774349;Ford;Focus;1.6 TDCi Style;2015;153.000 km;Düz;Dizel;Hatchback/5;Kırmızı;1560 cc;115 hp;Önden Çekiş;4,2 lt;55 lt;1 değişen, 4 boyalı;645.000
420;23734506;Ford;Fiesta;1.5 TDCi Titanium X;2018;72.000 km;Düz;Dizel;Hatchback/5;Kırmızı;1499 cc;85 hp;Önden Çekiş;3,6 lt;42 lt;Tamamı orjinal;855.000
421;22781889;Ford;Fiesta;1.4 TDCi Trend;2010;200.000 km;Düz;Dizel;Hatchback/5;Siyah;1398 cc;70 hp;Önden Çekiş;4,2 lt;45 lt;1 değişen, 6 boyalı;460.000
422;23774031;Ford;Focus;1.6 Titanium;2011;180.000 km;Otomatik;LPG & Benzin;Sedan;Beyaz;1596 cc;100 hp;Önden Çekiş;6,7 lt;55 lt;Tamamı orjinal;620.000
423;23773946;Ford;Focus;1.5 TDCi Trend X;2015;94.000 km;Yarı Otomatik;Dizel;Sedan;Beyaz;1499 cc;120 hp;Önden Çekiş;4,2 lt;55 lt;1 boyalı;905.000
424;23774127;Ford;Fiesta;1.4 TDCi Titanium;2010;253.000 km;Düz;Dizel;Hatchback/5;Füme;1398 cc;70 hp;Önden Çekiş;4,2 lt;45 lt;1 değişen;488.000
425;23773971;Ford;Focus;1.6 Ti-VCT Style;2013;190.000 km;Yarı Otomatik;LPG & Benzin;Sedan;Füme;1596 cc;125 hp;Önden Çekiş;6 lt;55 lt;Tamamı orjinal;660.000
426;23419415;Ford;Focus;1.5 TDCi Trend X;2019;105.000 km;Otomatik;Dizel;Sedan;Beyaz;1500 cc;120 hp;Önden Çekiş;4,3 lt;47 lt;2 değişen, 5 boyalı;850.000
427;23773975;Ford;Focus;1.6 TDCi Trend X;2011;238.723 km;Düz;Dizel;Sedan;Füme;1560 cc;110 hp;Önden Çekiş;4,8 lt;55 lt;2 boyalı;535.000
428;23773526;Ford;Focus;1.6 Ti-VCT Titanium;2013;92.000 km;Düz;LPG & Benzin;Sedan;Siyah;1596 cc;125 hp;Önden Çekiş;6 lt;55 lt;Tamamı orjinal;730.000
429;23773699;Ford;Focus;1.6 TDCi Trend X;2010;150.300 km;Düz;Dizel;Hatchback/5;Gri (Gümüş);1560 cc;90 hp;Önden Çekiş;4,7 lt;55 lt;1 değişen;565.000
430;23773356;Ford;Fiesta;1.1 Style;2022;8.000 km;Düz;Benzin;Hatchback/5;Beyaz;1084 cc;75 hp;Önden Çekiş;5,3 lt;42 lt;Tamamı orjinal;777.000
431;23772528;Ford;Fiesta;1.4 Titanium;2011;120.000 km;Otomatik;Benzin;Hatchback/5;Siyah;1388 cc;96 hp;Önden Çekiş;6,5 lt;42 lt;1 değişen;575.000
432;23773656;Ford;Fiesta;1.4 TDCi Titanium;2010;160.000 km;Düz;Dizel;Hatchback/5;Mavi;1398 cc;70 hp;Önden Çekiş;4,2 lt;45 lt;3 değişen, 2 boyalı;440.000
433;23773299;Ford;Fiesta;1.4 Titanium X;2011;126.000 km;Düz;LPG & Benzin;Hatchback/5;Gri (Gümüş);1388 cc;96 hp;Önden Çekiş;5,7 lt;42 lt;Belirtilmemiş;595.000
434;23636794;Ford;Focus;1.5 TDCi Titanium;2020;62.000 km;Otomatik;Dizel;Sedan;Beyaz;1500 cc;120 hp;Önden Çekiş;4,3 lt;47 lt;Tamamı orjinal;1.350.000
435;23381451;Ford;Focus;1.6 TDCi Trend X;2011;181.000 km;Düz;Dizel;Sedan;Gri (Gümüş);1560 cc;90 hp;Önden Çekiş;4,7 lt;55 lt;2 değişen, 1 boyalı;485.000
436;23773210;Ford;Fiesta;1.1 Trend X;2019;50.000 km;Düz;Benzin;Hatchback/5;Beyaz;1084 cc;85 hp;Önden Çekiş;4,7 lt;42 lt;Belirtilmemiş;689.500
438;23772435;Ford;Fiesta;1.4 TDCi Titanium;2012;218.000 km;Düz;Dizel;Hatchback/5;Siyah;1398 cc;70 hp;Önden Çekiş;4,2 lt;45 lt;Belirtilmemiş;530.000
439;23773071;Ford;Fiesta;1.25 Trend;2013;98.000 km;Düz;Benzin;Hatchback/5;Beyaz;1242 cc;82 hp;Önden Çekiş;5,2 lt;42 lt;Tamamı orjinal;610.000
440;23772875;Ford;Focus;1.6 TDCi Trend X;2015;110.000 km;Düz;Dizel;Station wagon;Beyaz;1560 cc;95 hp;Önden Çekiş;4,2 lt;53 lt;Belirtilmemiş;775.000
441;23772024;Ford;Fiesta;1.4 TDCi Titanium X;2012;144.000 km;Düz;Dizel;Hatchback/5;Kahverengi;1398 cc;70 hp;Önden Çekiş;4,2 lt;45 lt;1 değişen, 1 boyalı;530.000
442;23770909;Ford;Focus;1.6 TDCi Trend X;2014;186.500 km;Düz;Dizel;Hatchback/5;Beyaz;1560 cc;95 hp;Önden Çekiş;4,5 lt;55 lt;Tamamı orjinal;732.500
444;23772104;Ford;Fiesta;1.4 TDCi Titanium;2012;169.000 km;Düz;Dizel;Hatchback/5;Gri;1398 cc;70 hp;Önden Çekiş;4,2 lt;45 lt;Belirtilmemiş;545.000
445;23666923;Ford;Focus;1.5 TDCi Titanium;2017;162.000 km;Yarı Otomatik;Dizel;Sedan;Beyaz;1499 cc;120 hp;Önden Çekiş;4,2 lt;55 lt;3 değişen, 3 boyalı;800.000
446;23772371;Ford;Fiesta;1.4 TDCi Titanium;2012;211.000 km;Düz;Dizel;Hatchback/5;Gri (Gümüş);1398 cc;70 hp;Önden Çekiş;4,2 lt;45 lt;Tamamı orjinal;570.000
447;23433526;Ford;Focus;1.6 Titanium;2010;265.000 km;Otomatik;LPG & Benzin;Sedan;Füme;1596 cc;100 hp;Önden Çekiş;6,7 lt;55 lt;Tamamı orjinal;650.000
448;23769316;Ford;Focus;1.6 TDCi Trend X;2017;145.000 km;Düz;Dizel;Sedan;Beyaz;1560 cc;95 hp;Önden Çekiş;4,5 lt;53 lt;2 boyalı;795.000
449;23698161;Ford;Focus;1.6 Ti-VCT Trend X;2014;137.000 km;Düz;LPG & Benzin;Sedan;Beyaz;1596 cc;125 hp;Önden Çekiş;6 lt;55 lt;Belirtilmemiş;755.000
450;23772128;Ford;Focus;1.5 TDCi Trend X;2018;194.000 km;Otomatik;Dizel;Sedan;Beyaz;1500 cc;120 hp;Önden Çekiş;4,3 lt;47 lt;Tamamı orjinal;785.000
451;23771927;Ford;Focus;1.6 TDCi Style;2013;143.000 km;Düz;Dizel;Sedan;Beyaz;1560 cc;115 hp;Önden Çekiş;4,2 lt;53 lt;Tamamı orjinal;750.000
452;23769545;Ford;C-Max;1.6 TDCi Titanium X;2012;90.000 km;Düz;Dizel;MPV;Gri (metalik);1560 cc;115 hp;Önden Çekiş;4,6 lt;53 lt;2 değişen, 4 boyalı;740.000
453;23770541;Ford;Fiesta;1.4 Titanium X;2011;103.412 km;Otomatik;Benzin;Hatchback/5;Siyah;1388 cc;96 hp;Önden Çekiş;6,5 lt;42 lt;1 değişen, 7 boyalı;545.000
454;23770998;Ford;Fiesta;1.4 TDCi Titanium;2012;195.000 km;Düz;Dizel;Hatchback/5;Gri (titanyum);1398 cc;70 hp;Önden Çekiş;4,2 lt;45 lt;Tamamı orjinal;570.000
455;23770417;Ford;Fiesta;1.25 Trend X;2015;95.000 km;Düz;Benzin;Hatchback/5;Beyaz;1242 cc;82 hp;Önden Çekiş;5,2 lt;42 lt;Belirtilmemiş;594.000
456;23771920;Ford;Fiesta;1.5 TDCi Titanium;2014;230.000 km;Düz;Dizel;Hatchback/5;Beyaz;1498 cc;75 hp;Önden Çekiş;3,7 lt;42 lt;2 boyalı;557.500
457;23769593;Ford;Fiesta;1.25 Trend X;2014;144.000 km;Düz;LPG & Benzin;Hatchback/5;Siyah;1242 cc;82 hp;Önden Çekiş;5,2 lt;42 lt;2 boyalı;620.000
458;23769432;Ford;Focus;1.6 TDCi Titanium X;2012;192.000 km;Düz;Dizel;Sedan;Gri (Gümüş);1560 cc;115 hp;Önden Çekiş;4,2 lt;53 lt;2 boyalı;780.000
459;23437800;Ford;Focus;1.5 TDCi Trend X;2017;137.000 km;Yarı Otomatik;Dizel;Sedan;Beyaz;1499 cc;120 hp;Önden Çekiş;4,2 lt;55 lt;5 boyalı;780.000
460;23771813;Ford;Focus;1.6 Trend X;2014;212.000 km;Düz;LPG & Benzin;Hatchback/5;Beyaz;1596 cc;100 hp;Önden Çekiş;6,7 lt;55 lt;Belirtilmemiş;670.000
461;23430254;Ford;Focus;1.6 TDCi Style;2015;105.000 km;Düz;Dizel;Sedan;Beyaz;1560 cc;115 hp;Önden Çekiş;4,5 lt;55 lt;Tamamı orjinal;840.000
462;23771873;Ford;Focus;1.6 TDCi Trend X;2014;188.800 km;Düz;Dizel;Sedan;Beyaz;1560 cc;95 hp;Önden Çekiş;4,5 lt;53 lt;1 değişen, 6 boyalı;625.000
464;23767853;Ford;Fiesta;1.4 TDCi Trend;2011;156.000 km;Düz;Dizel;Hatchback/5;Beyaz;1398 cc;70 hp;Önden Çekiş;4,2 lt;45 lt;3 boyalı;540.000
465;23771830;Ford;Fiesta;1.25 My Fiesta;2011;165.000 km;Düz;LPG & Benzin;Hatchback/5;Siyah;1242 cc;82 hp;Önden Çekiş;5,7 lt;42 lt;5 boyalı;530.000
466;23771511;Ford;Fiesta;1.5 TDCi Trend;2013;127.000 km;Düz;Dizel;Hatchback/5;Beyaz;1498 cc;75 hp;Önden Çekiş;3,7 lt;42 lt;1 değişen, 1 boyalı;560.000
467;23751437;Ford;Fiesta;1.4 Titanium;2011;150.000 km;Otomatik;LPG & Benzin;Hatchback/5;Siyah;1388 cc;96 hp;Önden Çekiş;6,5 lt;42 lt;Belirtilmemiş;547.000
468;23771624;Ford;Focus;1.6 TDCi Trend X;2016;198.000 km;Düz;Dizel;Sedan;Beyaz;1560 cc;95 hp;Önden Çekiş;4,5 lt;53 lt;Belirtilmemiş;820.000
470;23762574;Ford;Fiesta;1.4 TDCi Titanium X;2012;135.000 km;Düz;Dizel;Hatchback/5;Siyah;1398 cc;70 hp;Önden Çekiş;4,2 lt;45 lt;1 değişen, 4 boyalı;440.000
471;23429997;Ford;Fiesta;1.25 Trend X;2015;139.000 km;Düz;Benzin;Hatchback/5;Beyaz;1242 cc;82 hp;Önden Çekiş;5,2 lt;42 lt;Belirtilmemiş;650.000
473;23771533;Ford;Focus;1.6 TDCi Trend X;2013;70.000 km;Düz;Dizel;Sedan;Beyaz;1560 cc;95 hp;Önden Çekiş;4,2 lt;53 lt;Tamamı orjinal;719.000
474;23768673;Ford;Fiesta;1.6 Titanium;2016;85.000 km;Yarı Otomatik;Benzin;Hatchback/5;Beyaz;1596 cc;105 hp;Önden Çekiş;5,9 lt;42 lt;Belirtilmemiş;725.000
475;23433590;Ford;Focus;1.6 TDCi Titanium;2010;203.358 km;Düz;Dizel;Sedan;Beyaz;1560 cc;110 hp;Önden Çekiş;4,5 lt;55 lt;Belirtilmemiş;610.000
476;23432226;Ford;Focus;1.6 Ti-VCT Trend;2012;169.524 km;Yarı Otomatik;LPG & Benzin;Sedan;Beyaz;1596 cc;125 hp;Önden Çekiş;6 lt;55 lt;1 boyalı;715.000
477;23116695;Ford;Fiesta;1.4 TDCi Titanium X;2011;160.000 km;Düz;Dizel;Hatchback/5;Gri (titanyum);1398 cc;70 hp;Önden Çekiş;4,2 lt;45 lt;Belirtilmemiş;600.000
478;23769064;Ford;Fiesta;1.4 TDCi Trend;2011;145.000 km;Düz;Dizel;Hatchback/5;Beyaz;1399 cc;70 hp;Önden Çekiş;4,3 lt;45 lt;1 değişen, 3 boyalı;500.000
479;23769344;Ford;Fiesta;1.5 TDCi Trend;2015;164.000 km;Düz;Dizel;Hatchback/5;Beyaz;1498 cc;75 hp;Önden Çekiş;3,7 lt;42 lt;1 boyalı;585.000
480;23769008;Ford;Focus;1.6 Ti-VCT Trend;2011;131.000 km;Düz;LPG & Benzin;Hatchback/5;Beyaz;1596 cc;125 hp;Önden Çekiş;5,9 lt;55 lt;2 boyalı;635.000
481;23771022;Ford;Fiesta;1.5 TDCi Trend X;2014;260.000 km;Düz;Dizel;Hatchback/5;Beyaz;1498 cc;75 hp;Önden Çekiş;3,7 lt;42 lt;1 değişen, 2 boyalı;600.000
482;23769824;Ford;Focus;1.6 TDCi Trend X;2012;165.000 km;Düz;Dizel;Sedan;Gri;1560 cc;95 hp;Önden Çekiş;4,2 lt;53 lt;3 boyalı;675.000
483;23768987;Ford;C-Max;1.6 TDCi Titanium;2012;149.000 km;Düz;Dizel;MPV;Beyaz;1560 cc;115 hp;Önden Çekiş;4,6 lt;53 lt;Belirtilmemiş;660.000
484;23768898;Ford;Fiesta;1.6 Trend;2013;54.000 km;Yarı Otomatik;Benzin;Hatchback/5;Beyaz;1596 cc;105 hp;Önden Çekiş;5,9 lt;42 lt;1 değişen;645.000
486;23769514;Ford;Fiesta;1.5 TDCi Titanium X;2015;52.000 km;Düz;Dizel;Hatchback/5;Beyaz;1498 cc;75 hp;Önden Çekiş;3,7 lt;42 lt;2 değişen;686.000
487;23770420;Ford;C-Max;1.6 TDCi Titanium;2013;125.000 km;Düz;Dizel;MPV;Beyaz;1560 cc;115 hp;Önden Çekiş;4,6 lt;53 lt;Belirtilmemiş;790.000
488;23769591;Ford;Focus;1.6 TDCi Style;2015;118.000 km;Düz;Dizel;Hatchback/5;Gri;1560 cc;115 hp;Önden Çekiş;4,2 lt;55 lt;10 boyalı;660.000
489;23769662;Ford;Focus;1.6 TDCi Trend X;2016;120.000 km;Düz;Dizel;Sedan;Beyaz;1560 cc;95 hp;Önden Çekiş;4,5 lt;53 lt;Belirtilmemiş;819.500
490;23771224;Ford;Focus;1.6 TDCi Trend;2012;237.500 km;Düz;Dizel;Station wagon;Gri;1560 cc;95 hp;Önden Çekiş;4,2 lt;53 lt;3 boyalı;589.000
491;23768925;Ford;Fiesta;1.6 TDCi Titanium;2010;175.800 km;Düz;Dizel;Hatchback/5;Gri;1560 cc;90 hp;Önden Çekiş;4,2 lt;45 lt;6 boyalı;500.000
492;23749282;Ford;Focus;1.5 TDCi Trend X;2020;122.000 km;Otomatik;Dizel;Sedan;Beyaz;1500 cc;120 hp;Önden Çekiş;4,3 lt;47 lt;1 boyalı;910.000
493;23540336;Ford;Fiesta;1.5 TDCi Titanium;2013;195.000 km;Düz;Dizel;Hatchback/5;Gri (titanyum);1498 cc;75 hp;Önden Çekiş;3,7 lt;42 lt;4 boyalı;600.000
494;23692590;Ford;Fiesta;1.5 TDCi Trend X;2015;151.000 km;Düz;Dizel;Hatchback/5;Beyaz;1498 cc;75 hp;Önden Çekiş;3,7 lt;42 lt;Belirtilmemiş;645.000
495;23690874;Ford;Focus;1.5 TDCi Trend X;2015;242.000 km;Yarı Otomatik;Dizel;Sedan;Beyaz;1499 cc;120 hp;Önden Çekiş;4,2 lt;55 lt;4 boyalı;699.999
496;23620376;Ford;Focus;1.6 TDCi Trend X;2017;107.000 km;Düz;Dizel;Sedan;Beyaz;1560 cc;95 hp;Önden Çekiş;4,5 lt;53 lt;Tamamı orjinal;890.000
497;23340211;Ford;Fiesta;1.6 Titanium;2014;70.000 km;Yarı Otomatik;Benzin;Hatchback/5;Kırmızı;1596 cc;105 hp;Önden Çekiş;5,9 lt;42 lt;3 boyalı;755.000
498;23339999;Ford;Fiesta;1.6 Titanium;2013;64.000 km;Yarı Otomatik;Benzin;Hatchback/5;Beyaz;1596 cc;105 hp;Önden Çekiş;5,9 lt;42 lt;Tamamı orjinal;750.000
499;23693513;Ford;C-Max;1.6 TDCi Trend;2014;139.000 km;Düz;Dizel;MPV;Beyaz;1560 cc;95 hp;Önden Çekiş;4,6 lt;53 lt;Belirtilmemiş;639.000
501;23490810;Ford;Focus;1.6 TDCi Trend X;2013;201.000 km;Düz;Dizel;Hatchback/5;Beyaz;1560 cc;95 hp;Önden Çekiş;4,2 lt;53 lt;3 değişen, 1 boyalı;627.500
502;23374204;Ford;Fiesta;1.5 TDCi Titanium;2013;173.000 km;Düz;Dizel;Hatchback/5;Beyaz;1498 cc;75 hp;Önden Çekiş;3,7 lt;42 lt;Belirtilmemiş;495.000
503;23691112;Ford;Fiesta;1.25 Trend;2015;98.000 km;Düz;Benzin;Hatchback/3;Beyaz;1242 cc;82 hp;Önden Çekiş;5,2 lt;42 lt;Belirtilmemiş;560.000
505;23691444;Ford;Focus;1.5 TDCi Titanium;2018;90.000 km;Düz;Dizel;Sedan;Gri;1499 cc;120 hp;Önden Çekiş;3,8 lt;55 lt;1 değişen;975.000
506;23351923;Ford;Focus;1.6 TDCi Collection;2010;250.000 km;Düz;Dizel;Sedan;Gri (Gümüş);1560 cc;90 hp;Önden Çekiş;4,7 lt;55 lt;1 değişen, 5 boyalı;575.000
507;23303711;Ford;Fiesta;1.25 Trend X;2016;52.000 km;Düz;LPG & Benzin;Hatchback/5;Kırmızı;1242 cc;82 hp;Önden Çekiş;5,2 lt;42 lt;Tamamı orjinal;670.000
508;23621012;Ford;Focus;1.6 Titanium;2011;104.455 km;Otomatik;Benzin;Hatchback/5;Gri;1596 cc;100 hp;Önden Çekiş;6,7 lt;55 lt;3 değişen, 2 boyalı;605.000
509;23618453;Ford;Focus;1.6 Ti-VCT Trend;2012;187.000 km;Düz;LPG & Benzin;Sedan;Gri (Gümüş);1596 cc;125 hp;Önden Çekiş;6 lt;55 lt;4 boyalı;698.500
510;23619382;Ford;Fiesta;1.25 Trend X;2014;143.600 km;Düz;LPG & Benzin;Hatchback/5;Beyaz;1242 cc;82 hp;Önden Çekiş;5,2 lt;42 lt;Tamamı boyalı;420.000
511;23429737;Ford;Focus;1.6 Ti-VCT Trend X;2017;63.684 km;Yarı Otomatik;Benzin;Sedan;Gri;1596 cc;125 hp;Önden Çekiş;6 lt;55 lt;2 değişen, 1 boyalı;855.000
512;23660418;Ford;Fiesta;1.25 Trend X;2017;257.000 km;Düz;Benzin;Hatchback/5;Beyaz;1242 cc;82 hp;Önden Çekiş;5,2 lt;42 lt;2 değişen;520.000
513;22997037;Ford;Focus;1.5 TDCi Trend X;2016;158.000 km;Yarı Otomatik;Dizel;Sedan;Beyaz;1499 cc;120 hp;Önden Çekiş;4,2 lt;55 lt;Tamamı orjinal;890.000
514;23770310;Ford;Focus;1.5 TDCi Titanium;2018;230.000 km;Otomatik;Dizel;Sedan;Beyaz;1500 cc;120 hp;Önden Çekiş;4,3 lt;47 lt;3 boyalı;868.000
515;23770008;Ford;Focus;1.5 Ti-VCT Trend X;2022;14.000 km;Düz;Benzin;Sedan;Beyaz;1497 cc;123 hp;Önden Çekiş;6,2 lt;52 lt;Tamamı orjinal;945.000
516;23324501;Ford;Fiesta;1.4 TDCi My Fiesta;2011;202.000 km;Düz;Dizel;Hatchback/5;Siyah;1398 cc;70 hp;Önden Çekiş;4,2 lt;45 lt;2 boyalı;525.000
518;23671647;Ford;Fiesta;1.4 Titanium;2012;199.999 km;Otomatik;LPG & Benzin;Hatchback/5;Bordo;1388 cc;96 hp;Önden Çekiş;6,5 lt;42 lt;Belirtilmemiş;599.999
519;23757083;Ford;C-Max;1.6 TDCi Titanium X;2013;130.000 km;Düz;Dizel;MPV;Siyah;1560 cc;115 hp;Önden Çekiş;4,6 lt;53 lt;2 değişen, 1 boyalı;675.000
520;23767807;Ford;Fiesta;1.25 Trend;2013;117.000 km;Düz;LPG & Benzin;Hatchback/5;Beyaz;1242 cc;82 hp;Önden Çekiş;5,2 lt;42 lt;1 değişen, 3 boyalı;510.000
521;23768006;Ford;Fiesta;1.6 Titanium;2014;86.000 km;Yarı Otomatik;Benzin;Hatchback/5;Gri (Gümüş);1596 cc;105 hp;Önden Çekiş;5,9 lt;42 lt;3 boyalı;650.000
522;23767969;Ford;Fiesta;1.25 Trend;2013;158.000 km;Düz;LPG & Benzin;Hatchback/5;Beyaz;1242 cc;82 hp;Önden Çekiş;5,2 lt;42 lt;Belirtilmemiş;422.000
523;23767585;Ford;Focus;1.6 TDCi Trend;2013;284.000 km;Düz;Dizel;Sedan;Beyaz;1560 cc;95 hp;Önden Çekiş;4,2 lt;53 lt;Tamamı orjinal;640.000
524;23767780;Ford;C-Max;1.6 TDCi Titanium X;2013;152.000 km;Düz;Dizel;MPV;Beyaz;1560 cc;115 hp;Önden Çekiş;4,6 lt;53 lt;Belirtilmemiş;720.000
525;23767668;Ford;Focus;1.6 TDCi Trend X;2014;154.200 km;Düz;Dizel;Sedan;Beyaz;1560 cc;95 hp;Önden Çekiş;4,5 lt;53 lt;Tamamı orjinal;799.000
526;23767485;Ford;Fiesta;1.4 Titanium;2015;96.000 km;Düz;LPG & Benzin;Hatchback/5;Beyaz;1388 cc;96 hp;Önden Çekiş;5,7 lt;42 lt;Tamamı orjinal;685.500
527;23767563;Ford;Fiesta;1.4 TDCi Trend;2010;198.000 km;Düz;Dizel;Hatchback/5;Gri;1398 cc;70 hp;Önden Çekiş;4,2 lt;45 lt;Tamamı orjinal;530.000
528;23767458;Ford;Focus;1.6 Ti-VCT Trend X;2016;55.000 km;Düz;LPG & Benzin;Sedan;Beyaz;1596 cc;125 hp;Önden Çekiş;6 lt;55 lt;Tamamı orjinal;930.000
529;23767077;Ford;Focus;1.5 TDCi Trend X;2016;179.000 km;Yarı Otomatik;Dizel;Sedan;Beyaz;1499 cc;120 hp;Önden Çekiş;4,2 lt;55 lt;3 değişen, 2 boyalı;705.000
530;23767066;Ford;Focus;1.6 TDCi Titanium;2013;149.000 km;Düz;Dizel;Sedan;Beyaz;1560 cc;115 hp;Önden Çekiş;4,2 lt;53 lt;Belirtilmemiş;705.000
531;23767232;Ford;Focus;1.6 TDCi Trend;2012;125.000 km;Düz;Dizel;Sedan;Gri;1560 cc;95 hp;Önden Çekiş;4,2 lt;53 lt;Tamamı orjinal;670.000
532;23766632;Ford;Fiesta;1.4 TDCi Trend;2012;242.007 km;Düz;Dizel;Hatchback/5;Beyaz;1398 cc;70 hp;Önden Çekiş;4,2 lt;45 lt;Belirtilmemiş;360.000
533;23767287;Ford;Focus;1.6 Ti-VCT Trend X;2016;69.000 km;Düz;Benzin;Sedan;Beyaz;1596 cc;125 hp;Önden Çekiş;6 lt;55 lt;1 değişen;760.000
535;23767108;Ford;Focus;1.5 TDCi Trend X;2020;86.000 km;Otomatik;Dizel;Sedan;Beyaz;1500 cc;120 hp;Önden Çekiş;4,3 lt;47 lt;Belirtilmemiş;960.000
536;23766729;Ford;Fiesta;1.4 TDCi Trend;2010;227.000 km;Düz;Dizel;Hatchback/5;Siyah;1398 cc;70 hp;Önden Çekiş;4,2 lt;45 lt;1 değişen, 11 boyalı;420.000
537;23764482;Ford;Focus;1.5 TDCi Trend X;2017;211.000 km;Yarı Otomatik;Dizel;Sedan;Beyaz;1499 cc;120 hp;Önden Çekiş;4,2 lt;55 lt;1 değişen, 1 boyalı;810.000
538;23766790;Ford;Fiesta;1.4 Titanium X;2011;72.500 km;Otomatik;LPG & Benzin;Hatchback/5;Beyaz;1388 cc;96 hp;Önden Çekiş;6,5 lt;42 lt;3 değişen;599.000
539;23766811;Ford;Fiesta;1.4 TDCi Titanium;2012;287.000 km;Düz;Dizel;Hatchback/5;Bordo;1398 cc;70 hp;Önden Çekiş;4,2 lt;45 lt;4 boyalı;425.000
540;23764369;Ford;Focus;1.5 TDCi Trend X;2018;114.000 km;Otomatik;Dizel;Hatchback/5;Beyaz;1500 cc;120 hp;Önden Çekiş;4,3 lt;47 lt;Tamamı orjinal;950.000
541;23765404;Ford;Fiesta;1.4 TDCi Titanium X;2011;186.000 km;Düz;Dizel;Hatchback/5;Beyaz;1398 cc;70 hp;Önden Çekiş;4,2 lt;45 lt;1 değişen, 1 boyalı;535.000
542;23766858;Ford;Focus;1.5 TDCi Trend X;2018;329.000 km;Düz;Dizel;Sedan;Beyaz;1499 cc;120 hp;Önden Çekiş;3,8 lt;55 lt;Belirtilmemiş;549.000
543;23766692;Ford;Focus;1.6 TDCi Trend X;2010;233.000 km;Düz;Dizel;Sedan;Gri;1560 cc;90 hp;Önden Çekiş;4,7 lt;55 lt;1 değişen, 8 boyalı;565.000
544;23766189;Ford;Fiesta;1.4 Titanium;2013;212.000 km;Düz;LPG & Benzin;Hatchback/5;Siyah;1388 cc;96 hp;Önden Çekiş;5,7 lt;42 lt;Tamamı orjinal;550.000
546;23765144;Ford;Focus;1.6 Ti-VCT Trend X;2017;94.193 km;Düz;LPG & Benzin;Sedan;Gri;1596 cc;125 hp;Önden Çekiş;6 lt;55 lt;Tamamı orjinal;825.000
547;23765044;Ford;Focus;1.6 Ti-VCT Titanium;2015;149.000 km;Düz;Benzin;Hatchback/5;Beyaz;1596 cc;125 hp;Önden Çekiş;5,9 lt;55 lt;Tamamı orjinal;818.000
548;23765035;Ford;Fiesta;1.5 TDCi Trend X;2016;123.000 km;Düz;Dizel;Hatchback/5;Beyaz;1498 cc;75 hp;Önden Çekiş;3,7 lt;42 lt;Tamamı orjinal;650.000
549;23763635;Ford;Focus;1.5 TDCi Titanium;2016;138.000 km;Yarı Otomatik;Dizel;Sedan;Beyaz;1499 cc;120 hp;Önden Çekiş;4,2 lt;55 lt;1 boyalı;880.000
550;23766137;Ford;Fiesta;1.5 TDCi Titanium;2014;141.000 km;Düz;Dizel;Hatchback/5;Beyaz;1498 cc;75 hp;Önden Çekiş;3,7 lt;42 lt;1 değişen, 1 boyalı;610.000
