;Ürün Kodu;Marka;Seri;Model;Araç Yılı;Kilometre;Vites Tipi;Yakıt Tipi;Kasa Tipi;Renk;Motor Hacmi;Motor Gücü;Çekiş Tipi;Ortalama Yakıt Tüketimi;Depo Hacmi;Boya/Değişen Bilgisi;Fiyat
1185;23683013;Toyota;Corolla;1.6 Advance;2014;111.000 km;Düz;LPG & Benzin;Sedan;Beyaz;1598 cc;132 hp;Önden Çekiş;6,3 lt;55 lt;3 değişen;770.000
1186;23682892;Toyota;Yaris;1.0 Terra Sporty;2011;194.000 km;Düz;LPG & Benzin;Hatchback/5;Gri (metalik);998 cc;69 hp;Önden Çekiş;5 lt;42 lt;Belirtilmemiş;435.000
1187;23328179;Toyota;Corolla;1.4 D-4D Elegant;2011;188.000 km;Yarı Otomatik;Dizel;Sedan;Gri (Gümüş);1364 cc;90 hp;Önden Çekiş;4,8 lt;55 lt;3 boyalı;640.000
1188;23682625;Toyota;Yaris;1.33 Style X-Trend;2016;162.000 km;Otomatik;Benzin;Hatchback/5;Beyaz;1329 cc;98 hp;Önden Çekiş;5,1 lt;42 lt;Belirtilmemiş;820.000
1189;22876152;Toyota;Corolla;1.4 D-4D Comfort;2012;275.000 km;Düz;Dizel;Sedan;Siyah;1364 cc;90 hp;Önden Çekiş;4,7 lt;55 lt;2 değişen, 4 boyalı;535.000
1190;23682145;Toyota;Auris;1.4 D-4D Active;2013;107.500 km;Düz;Dizel;Hatchback/5;Gri (Gümüş);1364 cc;90 hp;Önden Çekiş;4,2 lt;50 lt;Belirtilmemiş;730.000
1191;23682066;Toyota;Corolla;1.4 D-4D Touch;2016;59.250 km;Yarı Otomatik;Dizel;Sedan;Beyaz;1364 cc;90 hp;Önden Çekiş;4,1 lt;55 lt;Tamamı orjinal;935.000
1192;23680177;Toyota;Corolla;1.4 D-4D Touch;2016;138.600 km;Yarı Otomatik;Dizel;Sedan;Beyaz;1364 cc;90 hp;Önden Çekiş;4,1 lt;55 lt;1 değişen, 2 boyalı;805.000
1193;23681978;Toyota;Corolla;1.6 Premium;2014;80.000 km;Düz;LPG & Benzin;Sedan;Beyaz;1598 cc;132 hp;Önden Çekiş;6,3 lt;55 lt;Belirtilmemiş;930.000
1194;23335122;Toyota;Corolla;1.4 D-4D Touch;2016;111.850 km;Otomatik;Dizel;Sedan;Beyaz;1364 cc;90 hp;Önden Çekiş;4,1 lt;55 lt;1 değişen, 4 boyalı;819.000
1195;23679941;Toyota;Auris;1.33 Comfort;2012;176.500 km;Düz;Benzin;Hatchback/5;Gri (metalik);1329 cc;99 hp;Önden Çekiş;6 lt;55 lt;Tamamı orjinal;550.000
1196;23680164;Toyota;Corolla;1.33 Life;2018;76.500 km;Düz;Benzin;Sedan;Kırmızı;1329 cc;99 hp;Önden Çekiş;5,8 lt;55 lt;Belirtilmemiş;695.000
1197;23680732;Toyota;Corolla;1.6 Active;2014;89.000 km;Düz;Benzin;Sedan;Beyaz;1598 cc;132 hp;Önden Çekiş;6,3 lt;55 lt;1 boyalı;830.000
1198;23681052;Toyota;Corolla;1.5 Flame X-Pack;2022;16.500 km;Otomatik;Benzin;Sedan;Mavi (metalik);1490 cc;125 hp;Önden Çekiş;5,8 lt;50 lt;3 değişen;1.035.000
1199;23680617;Toyota;Corolla;1.33 Comfort;2012;107.000 km;Düz;Benzin;Sedan;Gri (metalik);1329 cc;99 hp;Önden Çekiş;5,9 lt;55 lt;Belirtilmemiş;625.000
1200;23680592;Toyota;Corolla;1.33 Life;2016;228.000 km;Düz;Benzin;Sedan;Beyaz;1329 cc;99 hp;Önden Çekiş;5,8 lt;55 lt;1 değişen;680.000
1201;23681348;Toyota;Corolla;1.6 Elegant;2012;169.000 km;Düz;LPG & Benzin;Sedan;Beyaz;1598 cc;124 hp;Önden Çekiş;7 lt;55 lt;2 değişen, 1 boyalı;660.000
1202;23679414;Toyota;Auris;1.33 Life;2015;89.000 km;Düz;Benzin;Hatchback/5;Beyaz;1329 cc;99 hp;Önden Çekiş;5,8 lt;50 lt;3 değişen;650.000
1203;23681238;Toyota;Corolla;1.5 Dream;2022;38.600 km;Otomatik;LPG & Benzin;Sedan;Beyaz;1490 cc;125 hp;Önden Çekiş;5,8 lt;50 lt;Belirtilmemiş;990.000
1204;23681737;Toyota;Auris;1.4 D-4D Active Skypack;2013;111.000 km;Düz;Dizel;Hatchback/5;Beyaz;1364 cc;90 hp;Önden Çekiş;4,2 lt;50 lt;1 değişen, 7 boyalı;690.000
1205;23680061;Toyota;Auris;1.6 Active Skypack;2016;132.000 km;Otomatik;LPG & Benzin;Hatchback/5;Beyaz;1598 cc;132 hp;Önden Çekiş;5,7 lt;50 lt;1 değişen, 2 boyalı;835.000
1206;23528715;Toyota;Yaris;1.33 Terra Sporty;2011;170.000 km;Düz;LPG & Benzin;Hatchback/5;Kırmızı;1329 cc;101 hp;Önden Çekiş;5,1 lt;42 lt;Belirtilmemiş;525.000
1207;23249182;Toyota;Corolla;1.4 D-4D Comfort;2012;215.000 km;Düz;Dizel;Sedan;Siyah;1364 cc;90 hp;Önden Çekiş;4,7 lt;55 lt;1 değişen, 2 boyalı;595.000
1208;22600250;Toyota;Corolla;1.4 D-4D Active;2016;106.000 km;Yarı Otomatik;Dizel;Sedan;Beyaz;1364 cc;90 hp;Önden Çekiş;4,1 lt;55 lt;Tamamı orjinal;769.750
1209;23246678;Toyota;Corolla;1.6 Vision;2020;57.000 km;Yarı Otomatik;Benzin;Sedan;Beyaz;1598 cc;132 hp;Önden Çekiş;5,5 lt;50 lt;Tamamı orjinal;1.125.000
1210;23319484;Toyota;Corolla;1.6 Vision;2019;39.000 km;Yarı Otomatik;LPG & Benzin;Sedan;Beyaz;1598 cc;132 hp;Önden Çekiş;5,5 lt;50 lt;Tamamı orjinal;1.150.000
1211;23646448;Toyota;Yaris;1.33 Style X-Trend Skypack;2017;68.500 km;Otomatik;Benzin;Hatchback/5;Beyaz;1329 cc;98 hp;Önden Çekiş;5,1 lt;42 lt;Belirtilmemiş;799.000
1212;23678885;Toyota;Corolla;1.33 Life;2015;127.000 km;Düz;Benzin;Sedan;Beyaz;1329 cc;99 hp;Önden Çekiş;5,8 lt;55 lt;1 boyalı;702.500
1213;23678908;Toyota;Corolla;1.33 Life;2015;113.000 km;Düz;LPG & Benzin;Sedan;Beyaz;1329 cc;99 hp;Önden Çekiş;5,8 lt;55 lt;4 boyalı;628.000
1214;23678527;Toyota;Corolla;1.2 Turbo Dream;2020;12.500 km;Otomatik;Benzin;Hatchback/5;Gri;1197 cc;116 hp;Önden Çekiş;5,8 lt;50 lt;Tamamı orjinal;1.175.000
1215;23679159;Toyota;Yaris;1.0 Terra Sporty;2011;191.000 km;Düz;Benzin;Hatchback/5;Beyaz;998 cc;69 hp;Önden Çekiş;5 lt;42 lt;3 değişen, 6 boyalı;390.000
1216;23678717;Toyota;Yaris;1.33 Fun Special Skypack;2016;70.000 km;Otomatik;LPG & Benzin;Hatchback/5;Kırmızı;1329 cc;99 hp;Önden Çekiş;5,1 lt;42 lt;1 değişen;740.000
1217;23678317;Toyota;Corolla;1.8 Hybrid Dream;2021;22.000 km;Otomatik;Hibrit;Sedan;Gri (metalik);1798 cc;98 hp;Önden Çekiş;3,5 lt;43 lt;Tamamı orjinal;1.150.000
1218;23678532;Toyota;Yaris;1.33 Terra Sporty;2010;100.000 km;Yarı Otomatik;LPG & Benzin;Hatchback/5;Gri (Gümüş);1329 cc;101 hp;Önden Çekiş;5,1 lt;42 lt;2 değişen, 1 boyalı;500.000
1219;23678263;Toyota;Corolla;1.6 Comfort Extra;2011;94.000 km;Otomatik;LPG & Benzin;Sedan;Beyaz;1598 cc;124 hp;Önden Çekiş;7,1 lt;55 lt;Tamamı orjinal;830.000
1220;23677332;Toyota;Corolla;1.5 Dream;2021;24.500 km;Otomatik;Benzin;Sedan;Füme;1490 cc;125 hp;Önden Çekiş;5,8 lt;50 lt;Tamamı orjinal;1.070.000
1221;23651083;Toyota;Corolla;1.6 Flame;2019;22.700 km;Otomatik;Benzin;Sedan;Mavi (metalik);1598 cc;132 hp;Önden Çekiş;5,5 lt;50 lt;Tamamı orjinal;1.100.000
1222;23634783;Toyota;Corolla;1.33 Life;2015;105.200 km;Düz;Benzin;Sedan;Beyaz;1329 cc;99 hp;Önden Çekiş;5,8 lt;55 lt;3 değişen, 1 boyalı;680.000
1223;23678099;Toyota;Auris;1.4 D-4D Comfort Extra;2012;175.000 km;Yarı Otomatik;Dizel;Hatchback/5;Beyaz;1364 cc;90 hp;Önden Çekiş;4,8 lt;55 lt;Tamamı orjinal;650.000
1224;23677830;Toyota;Corolla;1.33 Life;2017;36.000 km;Düz;Benzin;Sedan;Gri (titanyum);1329 cc;99 hp;Önden Çekiş;5,8 lt;55 lt;Belirtilmemiş;795.000
1225;23644127;Toyota;Auris;1.33 Life;2017;119.000 km;Düz;Benzin;Hatchback/5;Beyaz;1329 cc;99 hp;Önden Çekiş;5,8 lt;50 lt;Belirtilmemiş;650.000
1226;23675873;Toyota;Yaris;1.0 Life;2015;54.400 km;Düz;Benzin;Hatchback/5;Beyaz;998 cc;69 hp;Önden Çekiş;4,3 lt;42 lt;Tamamı orjinal;605.000
1227;23674940;Toyota;Corolla;1.33 Life;2016;114.000 km;Düz;Benzin;Sedan;Beyaz;1329 cc;99 hp;Önden Çekiş;5,8 lt;55 lt;2 değişen, 3 boyalı;698.000
1228;22711677;Toyota;Corolla;1.4 D-4D Comfort Extra;2011;315.000 km;Yarı Otomatik;Dizel;Sedan;Siyah;1364 cc;90 hp;Önden Çekiş;4,8 lt;55 lt;Belirtilmemiş;590.000
1229;23674226;Toyota;Corolla;1.6 Elegant;2010;149.500 km;Düz;LPG & Benzin;Sedan;Gri (metalik);1598 cc;124 hp;Önden Çekiş;7 lt;55 lt;1 değişen;751.000
1230;23675366;Toyota;Corolla;1.6 Advance;2014;158.000 km;Otomatik;LPG & Benzin;Sedan;Beyaz;1598 cc;132 hp;Önden Çekiş;6,1 lt;55 lt;Belirtilmemiş;875.000
1231;23675746;Toyota;Corolla;1.4 D-4D Comfort Extra;2011;218.000 km;Düz;Dizel;Sedan;Füme;1364 cc;90 hp;Önden Çekiş;4,7 lt;55 lt;4 boyalı;640.000
1232;23674666;Toyota;Yaris;1.5 Style;2017;86.086 km;Otomatik;Benzin;Hatchback/5;Beyaz;1496 cc;111 hp;Önden Çekiş;4,8 lt;42 lt;Tamamı orjinal;750.000
1233;23674999;Toyota;Corolla;1.6 Comfort Extra;2011;63.500 km;Düz;Benzin;Sedan;Siyah;1598 cc;124 hp;Önden Çekiş;7 lt;55 lt;3 boyalı;690.000
1234;23676216;Toyota;Corolla;1.33 Life;2015;52.300 km;Düz;Benzin;Sedan;Beyaz;1329 cc;99 hp;Önden Çekiş;5,8 lt;55 lt;Belirtilmemiş;710.000
1235;23675807;Toyota;Corolla;1.4 D-4D Touch;2015;116.000 km;Yarı Otomatik;Dizel;Sedan;Beyaz;1364 cc;90 hp;Önden Çekiş;4,1 lt;55 lt;2 boyalı;835.000
1236;23675710;Toyota;Corolla;1.4 D-4D Advance;2016;113.000 km;Düz;Dizel;Sedan;Beyaz;1364 cc;90 hp;Önden Çekiş;4,1 lt;55 lt;Tamamı orjinal;805.000
1237;23675607;Toyota;Corolla;1.4 D-4D Comfort;2011;233.000 km;Düz;Dizel;Sedan;Gri (Gümüş);1364 cc;90 hp;Önden Çekiş;4,7 lt;55 lt;4 boyalı;635.000
1238;23675244;Toyota;Corolla;1.6 Comfort;2010;210.000 km;Düz;LPG & Benzin;Sedan;Gri;1598 cc;124 hp;Önden Çekiş;6,9 lt;55 lt;3 boyalı;665.000
1239;23525042;Toyota;Corolla;1.5 Flame X-Pack;2022;20.000 km;Otomatik;Benzin;Sedan;Mavi;1490 cc;125 hp;Önden Çekiş;5,8 lt;50 lt;Belirtilmemiş;1.255.000
1240;23522270;Toyota;Yaris;1.5 Flame X-Pack;2020;38.000 km;Otomatik;Benzin;Hatchback/5;Beyaz;1490 cc;125 hp;Önden Çekiş;4,7 lt;42 lt;Tamamı orjinal;916.000
1241;23204579;Toyota;Corolla;1.4 D-4D Touch;2018;87.847 km;Yarı Otomatik;Dizel;Sedan;Beyaz;1364 cc;90 hp;Önden Çekiş;4,1 lt;55 lt;1 değişen, 1 boyalı;795.000
1242;22730536;Toyota;Corolla;1.4 D-4D Premium;2013;162.000 km;Yarı Otomatik;Dizel;Sedan;Beyaz;1364 cc;90 hp;Önden Çekiş;4,1 lt;55 lt;2 boyalı;755.000
1245;23522891;Toyota;Corolla;1.4 D-4D Touch;2015;110.000 km;Düz;Dizel;Sedan;Füme;1364 cc;90 hp;Önden Çekiş;4,1 lt;55 lt;1 boyalı;850.000
1248;22897224;Toyota;Corolla;1.4 D-4D Touch;2017;259.000 km;Düz;Dizel;Sedan;Beyaz;1364 cc;90 hp;Önden Çekiş;4,1 lt;55 lt;Belirtilmemiş;810.000
1250;23675918;Toyota;Corolla;1.6 Comfort Extra;2012;200.000 km;Otomatik;LPG & Benzin;Sedan;Beyaz;1598 cc;124 hp;Önden Çekiş;7,1 lt;55 lt;1 değişen, 12 boyalı;650.000
1251;23675064;Toyota;Corolla;1.5 Vision;2021;59.000 km;Otomatik;Benzin;Sedan;Beyaz;1490 cc;125 hp;Önden Çekiş;5,8 lt;50 lt;Tamamı orjinal;1.175.000
1252;22980507;Toyota;Corolla;1.6 Advance;2016;143.750 km;Otomatik;LPG & Benzin;Sedan;Beyaz;1598 cc;132 hp;Önden Çekiş;6,1 lt;55 lt;Belirtilmemiş;770.000
1253;23326517;Toyota;Yaris;1.0 Vision;2022;6.001 km;Düz;Benzin;Hatchback/5;Gri (metalik);998 cc;72 hp;Önden Çekiş;4,5 lt;42 lt;Tamamı orjinal;870.000
1254;23673946;Toyota;Corolla;1.8 Hybrid Flame X-Pack;2019;101.000 km;Otomatik;Hibrit;Sedan;Beyaz;1798 cc;98 hp;Önden Çekiş;3,5 lt;43 lt;Belirtilmemiş;985.000
1255;23561017;Toyota;Corolla;1.5 Passion X-Pack;2023;6.001 km;Otomatik;Benzin;Sedan;Kırmızı;1490 cc;125 hp;Önden Çekiş;5,8 lt;50 lt;Belirtilmemiş;1.354.500
1256;23560270;Toyota;Corolla;1.4 D-4D Advance;2017;87.000 km;Düz;Dizel;Sedan;Beyaz;1364 cc;90 hp;Önden Çekiş;4,1 lt;55 lt;Belirtilmemiş;905.000
1257;23560259;Toyota;Corolla;1.4 D-4D Advance;2017;143.000 km;Yarı Otomatik;Dizel;Sedan;Füme;1364 cc;90 hp;Önden Çekiş;4,1 lt;55 lt;Belirtilmemiş;845.000
1258;23673095;Toyota;Yaris;1.33 Cool;2012;79.000 km;Düz;Benzin;Hatchback/5;Beyaz;1329 cc;99 hp;Önden Çekiş;5,2 lt;42 lt;Tamamı orjinal;639.500
1259;23673071;Toyota;Corolla;1.4 D-4D Active;2014;155.000 km;Yarı Otomatik;Dizel;Sedan;Beyaz;1364 cc;90 hp;Önden Çekiş;4,1 lt;55 lt;Belirtilmemiş;830.000
1260;23672859;Toyota;Corolla;1.4 D-4D Advance;2014;190.000 km;Yarı Otomatik;Dizel;Sedan;Beyaz;1364 cc;90 hp;Önden Çekiş;4,1 lt;55 lt;Belirtilmemiş;720.000
1261;14666312;Toyota;Corolla;1.6 Dream;2019;37.500 km;Otomatik;Benzin;Sedan;Beyaz;1598 cc;132 hp;Önden Çekiş;5,5 lt;50 lt;Tamamı orjinal;1.020.000
1262;23671880;Toyota;Corolla;1.5 Dream;2021;22.000 km;Otomatik;Benzin;Sedan;Beyaz;1490 cc;125 hp;Önden Çekiş;5,8 lt;50 lt;Tamamı orjinal;1.100.000
1263;23669465;Toyota;Corolla;1.33 Life;2016;91.500 km;Düz;Benzin;Sedan;Kahverengi;1329 cc;99 hp;Önden Çekiş;5,8 lt;55 lt;Belirtilmemiş;717.500
1264;23671878;Toyota;Corolla;1.4 D-4D Advance;2015;106.000 km;Yarı Otomatik;Dizel;Sedan;Kahverengi;1364 cc;90 hp;Önden Çekiş;4,1 lt;55 lt;Tamamı orjinal;785.000
1265;23669097;Toyota;Auris;1.33 Comfort;2011;200.000 km;Düz;LPG & Benzin;Hatchback/5;Gri (Gümüş);1329 cc;99 hp;Önden Çekiş;6 lt;55 lt;Tamamı orjinal;550.000
1266;23671979;Toyota;Auris;1.6 Active Skypack;2014;136.500 km;Otomatik;Benzin;Hatchback/5;Kahverengi;1598 cc;132 hp;Önden Çekiş;5,7 lt;50 lt;2 değişen, 1 boyalı;725.000
1267;23668407;Toyota;Yaris;1.33 Fun Special Skypack;2016;79.400 km;Otomatik;Benzin;Hatchback/5;Beyaz;1329 cc;99 hp;Önden Çekiş;5,1 lt;42 lt;1 değişen, 1 boyalı;720.000
1268;23670591;Toyota;Yaris;1.33 Fun Skypack;2015;184.000 km;Otomatik;Benzin;Hatchback/5;Beyaz;1329 cc;99 hp;Önden Çekiş;4,8 lt;42 lt;Belirtilmemiş;650.000
1269;23670097;Toyota;Yaris;1.33 Fun Special;2015;85.500 km;Otomatik;Benzin;Hatchback/5;Beyaz;1329 cc;99 hp;Önden Çekiş;5 lt;42 lt;Belirtilmemiş;720.000
1270;23670509;Toyota;Corolla;1.33 Life;2017;30.000 km;Düz;Benzin;Sedan;Bordo;1329 cc;99 hp;Önden Çekiş;5,8 lt;55 lt;Tamamı orjinal;775.000
1271;23323408;Toyota;Auris;1.4 D-4D Touch;2014;127.000 km;Yarı Otomatik;Dizel;Hatchback/5;Beyaz;1364 cc;90 hp;Önden Çekiş;4,2 lt;50 lt;Belirtilmemiş;710.000
1272;23669963;Toyota;Auris;1.6 Advance Skypack;2016;117.000 km;Otomatik;LPG & Benzin;Hatchback/5;Mavi;1598 cc;132 hp;Önden Çekiş;6,1 lt;50 lt;Belirtilmemiş;900.000
1273;23671390;Toyota;Corolla;1.5 Dream;2021;27.500 km;Otomatik;LPG & Benzin;Sedan;Şampanya;1490 cc;125 hp;Önden Çekiş;5,8 lt;50 lt;Tamamı orjinal;985.000
1274;23663751;Toyota;Corolla;1.4 D-4D Touch;2016;262.000 km;Düz;Dizel;Sedan;Beyaz;1364 cc;90 hp;Önden Çekiş;4,1 lt;55 lt;1 değişen, 9 boyalı;625.500
1275;23670555;Toyota;Corolla;1.4 D-4D Elegant;2013;135.000 km;Düz;Dizel;Sedan;Beyaz;1364 cc;90 hp;Önden Çekiş;4,8 lt;55 lt;1 değişen, 2 boyalı;715.000
1276;23670749;Toyota;Corolla;1.4 D-4D Touch;2016;102.453 km;Yarı Otomatik;Dizel;Sedan;Beyaz;1364 cc;90 hp;Önden Çekiş;4,1 lt;55 lt;Belirtilmemiş;745.000
1277;23669762;Toyota;Corolla;1.6 Comfort;2012;117.000 km;Düz;Benzin;Sedan;Beyaz;1598 cc;124 hp;Önden Çekiş;7 lt;55 lt;Belirtilmemiş;700.000
1278;23495095;Toyota;Auris;1.6 Active;2016;87.000 km;Düz;LPG & Benzin;Hatchback/5;Beyaz;1598 cc;132 hp;Önden Çekiş;6,3 lt;50 lt;Tamamı orjinal;780.000
1279;23669655;Toyota;Corolla;1.4 D-4D Advance;2013;182.000 km;Yarı Otomatik;Dizel;Sedan;Beyaz;1364 cc;90 hp;Önden Çekiş;4,1 lt;55 lt;1 boyalı;680.000
1280;23669358;Toyota;Corolla;1.5 Dream;2021;19.000 km;Otomatik;Benzin;Sedan;Gri;1490 cc;125 hp;Önden Çekiş;5,8 lt;50 lt;Tamamı orjinal;1.090.000
1281;23669314;Toyota;Corolla;1.4 D-4D Touch;2016;153.000 km;Yarı Otomatik;Dizel;Sedan;Beyaz;1364 cc;90 hp;Önden Çekiş;4,1 lt;55 lt;1 boyalı;755.000
1282;23668913;Toyota;Corolla;1.4 D-4D Touch;2016;198.000 km;Yarı Otomatik;Dizel;Sedan;Beyaz;1364 cc;90 hp;Önden Çekiş;4,1 lt;55 lt;Belirtilmemiş;765.000
1283;23358800;Toyota;Yaris;1.0 Life;2015;124.000 km;Düz;Benzin;Hatchback/5;Beyaz;998 cc;69 hp;Önden Çekiş;4,3 lt;42 lt;2 boyalı;558.000
1284;23348069;Toyota;Corolla;1.4 D-4D Advance;2017;152.000 km;Düz;Dizel;Sedan;Beyaz;1364 cc;90 hp;Önden Çekiş;4,1 lt;55 lt;Belirtilmemiş;750.000
1285;22800072;Toyota;Corolla;1.4 D-4D Elegant;2011;260.000 km;Yarı Otomatik;Dizel;Sedan;Beyaz;1364 cc;90 hp;Önden Çekiş;4,8 lt;55 lt;2 boyalı;683.000
1286;23519216;Toyota;Corolla;1.8 Hybrid Flame X-Pack;2020;59.000 km;Otomatik;Hibrit;Hatchback/5;Beyaz;1798 cc;98 hp;Önden Çekiş;3,5 lt;43 lt;Belirtilmemiş;975.000
1287;23516714;Toyota;Corolla;1.6 Advance;2017;101.917 km;Düz;LPG & Benzin;Sedan;Beyaz;1598 cc;132 hp;Önden Çekiş;6,3 lt;55 lt;Tamamı orjinal;917.000
1289;23229255;Toyota;Corolla;1.6 Dream;2020;111.500 km;Otomatik;Benzin;Sedan;Gri (Gümüş);1598 cc;132 hp;Önden Çekiş;5,5 lt;50 lt;Tamamı orjinal;960.000
1290;22724673;Toyota;Verso;1.6 D-4D Elegant;2014;148.000 km;Düz;Dizel;MPV;Beyaz;1598 cc;112 hp;Önden Çekiş;4,5 lt;55 lt;1 boyalı;805.000
1291;23666442;Toyota;Corolla;1.4 D-4D Advance;2016;95.000 km;Yarı Otomatik;Dizel;Sedan;Beyaz;1364 cc;90 hp;Önden Çekiş;4,1 lt;55 lt;1 değişen;835.000
1292;23668427;Toyota;Corolla;1.33 Life;2015;59.200 km;Düz;Benzin;Sedan;Beyaz;1329 cc;99 hp;Önden Çekiş;5,8 lt;55 lt;1 değişen, 1 boyalı;750.000
1293;23667600;Toyota;Corolla;1.4 D-4D Advance;2015;105.000 km;Düz;Dizel;Sedan;Beyaz;1364 cc;90 hp;Önden Çekiş;4,1 lt;55 lt;Belirtilmemiş;750.000
1294;23667789;Toyota;Corolla;1.4 D-4D Premium;2016;88.300 km;Düz;Dizel;Sedan;Füme;1364 cc;90 hp;Önden Çekiş;4,1 lt;55 lt;Tamamı orjinal;800.000
1295;23667563;Toyota;Corolla;1.33 Life;2015;194.000 km;Düz;LPG & Benzin;Sedan;Siyah;1329 cc;99 hp;Önden Çekiş;5,8 lt;55 lt;Belirtilmemiş;675.000
1296;23667263;Toyota;Corolla;1.33 Life;2017;89.990 km;Düz;Benzin;Sedan;Beyaz;1329 cc;99 hp;Önden Çekiş;5,8 lt;55 lt;Belirtilmemiş;839.000
1297;23667100;Toyota;Corolla;1.4 D-4D Active;2013;233.000 km;Yarı Otomatik;Dizel;Sedan;Beyaz;1364 cc;90 hp;Önden Çekiş;4,1 lt;55 lt;5 boyalı;655.555
1298;23666381;Toyota;Corolla;1.4 D-4D Advance;2017;195.000 km;Düz;Dizel;Sedan;Beyaz;1364 cc;90 hp;Önden Çekiş;4,1 lt;55 lt;Belirtilmemiş;694.500
1299;23665553;Toyota;Corolla;1.4 D-4D Elegant;2013;140.000 km;Yarı Otomatik;Dizel;Sedan;Beyaz;1364 cc;90 hp;Önden Çekiş;4,8 lt;55 lt;2 değişen, 2 boyalı;675.000
1300;23324194;Toyota;Corolla;1.4 D-4D Touch;2015;160.800 km;Yarı Otomatik;Dizel;Sedan;Beyaz;1364 cc;90 hp;Önden Çekiş;4,1 lt;55 lt;Belirtilmemiş;725.000
1301;23664135;Toyota;Corolla;1.5 Flame X-Pack;2022;16.377 km;Otomatik;LPG & Benzin;Sedan;Beyaz;1490 cc;125 hp;Önden Çekiş;5,8 lt;50 lt;Belirtilmemiş;1.275.000
1302;23561110;Toyota;Corolla;1.4 D-4D Touch;2018;149.000 km;Yarı Otomatik;Dizel;Sedan;Beyaz;1364 cc;90 hp;Önden Çekiş;4,1 lt;55 lt;1 boyalı;805.000
1303;22872175;Toyota;Corolla;1.4 D-4D Elegant;2011;237.000 km;Düz;Dizel;Sedan;Gri (Gümüş);1364 cc;90 hp;Önden Çekiş;4,8 lt;55 lt;Belirtilmemiş;610.000
1304;23666165;Toyota;Auris;1.6 Advance Skypack;2014;120.000 km;Otomatik;LPG & Benzin;Hatchback/5;Beyaz;1598 cc;132 hp;Önden Çekiş;5,7 lt;50 lt;1 değişen;890.000
1305;23663541;Toyota;Corolla;1.33 Life;2017;50.200 km;Düz;Benzin;Sedan;Beyaz;1329 cc;99 hp;Önden Çekiş;5,8 lt;55 lt;Tamamı orjinal;774.000
1306;23665929;Toyota;Corolla;1.4 D-4D Advance;2014;106.000 km;Düz;Dizel;Sedan;Beyaz;1364 cc;90 hp;Önden Çekiş;4,1 lt;55 lt;Belirtilmemiş;899.000
1307;23665838;Toyota;Corolla;1.4 D-4D Advance;2017;110.000 km;Yarı Otomatik;Dizel;Sedan;Beyaz;1364 cc;90 hp;Önden Çekiş;4,1 lt;55 lt;Belirtilmemiş;895.000
1308;23663489;Toyota;Corolla;1.6 Dream;2020;53.000 km;Otomatik;LPG & Benzin;Sedan;Beyaz;1598 cc;132 hp;Önden Çekiş;5,5 lt;50 lt;2 değişen, 2 boyalı;945.000
1309;23665820;Toyota;Auris;1.4 D-4D Advance;2013;163.000 km;Yarı Otomatik;Dizel;Hatchback/5;Kahverengi;1364 cc;90 hp;Önden Çekiş;4,2 lt;50 lt;Belirtilmemiş;749.000
1310;23665995;Toyota;Corolla;1.4 D-4D Comfort;2010;248.000 km;Düz;Dizel;Sedan;Gri (Gümüş);1364 cc;90 hp;Önden Çekiş;4,7 lt;55 lt;Belirtilmemiş;460.000
1312;23665575;Toyota;Corolla;1.6 Advance;2017;37.000 km;Düz;Benzin;Sedan;Beyaz;1598 cc;132 hp;Önden Çekiş;6,3 lt;55 lt;Belirtilmemiş;990.000
1313;23664971;Toyota;Corolla;1.33 Life;2017;44.500 km;Düz;Benzin;Sedan;Beyaz;1329 cc;99 hp;Önden Çekiş;5,8 lt;55 lt;Belirtilmemiş;810.000
1314;23320536;Toyota;Corolla;1.5 Flame X-Pack;2022;12.000 km;Otomatik;Benzin;Sedan;Gri (metalik);1490 cc;125 hp;Önden Çekiş;5,8 lt;50 lt;Tamamı orjinal;1.280.000
1317;23665295;Toyota;Avensis;1.6 Elegant Extra;2012;118.700 km;Düz;LPG & Benzin;Sedan;Beyaz;1598 cc;132 hp;Önden Çekiş;6,5 lt;60 lt;Tamamı orjinal;800.000
1318;23659965;Toyota;Corolla;1.6 Advance;2015;149.000 km;Otomatik;LPG & Benzin;Sedan;Beyaz;1598 cc;132 hp;Önden Çekiş;6,1 lt;55 lt;1 değişen;790.000
1319;23665537;Toyota;Avensis;1.6 Elegant Extra;2011;156.000 km;Düz;LPG & Benzin;Sedan;Beyaz;1598 cc;132 hp;Önden Çekiş;6,6 lt;60 lt;Belirtilmemiş;775.000
1321;23663208;Toyota;Corolla;1.33 Comfort;2011;116.000 km;Düz;Benzin;Sedan;Siyah;1329 cc;99 hp;Önden Çekiş;5,9 lt;55 lt;Belirtilmemiş;639.000
1322;23228715;Toyota;Yaris;1.0 Life;2012;160.000 km;Düz;Benzin;Hatchback/5;Siyah;998 cc;69 hp;Önden Çekiş;4,8 lt;42 lt;Belirtilmemiş;470.000
1323;23510402;Toyota;Corolla;1.5 Dream;2022;21.300 km;Otomatik;Benzin;Sedan;Füme;1490 cc;125 hp;Önden Çekiş;5,8 lt;50 lt;Tamamı orjinal;1.060.000
1324;23510371;Toyota;Corolla;1.6 Comfort Extra;2012;67.000 km;Otomatik;LPG & Benzin;Sedan;Füme;1598 cc;124 hp;Önden Çekiş;7,1 lt;55 lt;Belirtilmemiş;799.000
